Pick,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,QBs in Final 9,RBs in Final 9,WRs in Final 9,TEs in Final 9,Average Points
9th,WR,WR,RB,RB,QB,WR,WR,WR,TE,1,2,5,1,1559.34676
6th,WR,QB,RB,TE,WR,RB,WR,WR,WR,1,4,3,1,1559.346
1st,WR,TE,RB,TE,RB,WR,WR,TE,QB,1,5,3,0,1559.33796
9th,WR,RB,TE,QB,RB,TE,RB,QB,RB,0,3,6,0,1559.33764
1st,RB,WR,RB,RB,TE,RB,WR,TE,RB,3,0,5,1,1559.33378
9th,WR,RB,TE,RB,QB,QB,RB,TE,RB,0,3,6,0,1559.32768
6th,TE,WR,RB,RB,QB,RB,WR,WR,WR,1,3,4,1,1559.31556
6th,WR,WR,RB,RB,WR,TE,WR,RB,WR,3,3,2,1,1559.3086
12th,WR,WR,QB,WR,RB,QB,WR,WR,RB,0,4,2,3,1559.30566
6th,WR,RB,TE,WR,RB,QB,WR,QB,WR,0,5,3,1,1559.30356
9th,WR,QB,QB,RB,WR,RB,TE,WR,WR,0,5,3,1,1559.29084
12th,WR,QB,RB,WR,RB,RB,QB,WR,WR,0,4,3,2,1559.27344
6th,WR,RB,WR,WR,WR,RB,RB,WR,WR,2,3,2,2,1559.27224
1st,WR,RB,TE,RB,QB,QB,TE,QB,WR,0,4,5,0,1559.27064
12th,TE,WR,TE,WR,QB,QB,WR,RB,RB,0,5,4,0,1559.25772
9th,WR,RB,TE,QB,RB,TE,RB,QB,RB,0,2,7,0,1559.2544
12th,TE,RB,WR,QB,TE,WR,RB,WR,WR,1,3,5,0,1559.25004
12th,WR,WR,TE,QB,RB,QB,TE,WR,RB,0,4,5,0,1559.24774
12th,WR,WR,QB,RB,WR,QB,TE,WR,RB,0,4,4,1,1559.22448
1st,RB,RB,RB,WR,WR,TE,QB,WR,WR,1,1,6,1,1559.21382
9th,RB,WR,WR,RB,RB,WR,QB,WR,RB,1,2,4,2,1559.19204
1st,WR,RB,TE,WR,RB,TE,RB,QB,RB,1,3,5,0,1559.19078
12th,WR,QB,QB,RB,TE,WR,WR,WR,RB,0,5,3,1,1559.1833
9th,RB,WR,WR,WR,WR,WR,RB,TE,RB,2,1,5,1,1559.17064
12th,WR,WR,WR,QB,RB,TE,WR,WR,RB,1,4,3,1,1559.13486
6th,WR,QB,WR,RB,RB,WR,WR,TE,WR,1,3,4,1,1559.13436
6th,RB,WR,RB,RB,TE,RB,WR,TE,RB,3,0,5,1,1559.12686
12th,WR,WR,WR,QB,WR,RB,RB,RB,WR,1,3,3,2,1559.10396
12th,RB,RB,RB,QB,WR,RB,RB,RB,WR,1,0,6,2,1559.10208
12th,RB,WR,QB,TE,WR,RB,RB,WR,QB,0,3,5,1,1559.0699
4th,WR,QB,TE,WR,QB,RB,RB,WR,WR,0,4,4,1,1559.0649
6th,WR,RB,TE,RB,RB,QB,TE,WR,RB,1,2,6,0,1559.04276
4th,WR,TE,QB,WR,RB,WR,WR,TE,WR,1,6,2,0,1559.04056
6th,RB,WR,QB,RB,WR,QB,WR,RB,WR,0,3,3,3,1559.02588
12th,WR,QB,TE,RB,WR,RB,RB,WR,WR,1,3,4,1,1559.0257
6th,WR,RB,RB,RB,QB,QB,WR,TE,WR,0,2,5,2,1559
12th,WR,WR,WR,WR,WR,WR,TE,RB,QB,1,5,1,2,1559
6th,WR,WR,QB,WR,RB,WR,WR,RB,WR,1,5,1,2,1559
12th,WR,WR,QB,RB,RB,WR,TE,WR,RB,1,4,2,2,1559
9th,WR,WR,QB,WR,RB,WR,WR,RB,WR,1,5,1,2,1559
9th,WR,RB,QB,WR,TE,RB,QB,WR,QB,0,4,4,1,1559
4th,RB,WR,QB,WR,WR,QB,WR,RB,WR,0,3,5,1,1559
1st,RB,WR,WR,RB,QB,TE,RB,QB,WR,2,2,4,1,1559
12th,QB,WR,RB,WR,WR,WR,WR,QB,RB,1,5,1,2,1559
4th,WR,WR,WR,WR,TE,WR,QB,WR,QB,0,5,3,1,1559
4th,WR,WR,WR,RB,TE,QB,WR,RB,RB,2,3,2,2,1559
9th,WR,WR,WR,QB,QB,WR,RB,QB,RB,0,2,5,2,1559
12th,RB,RB,RB,QB,WR,WR,WR,WR,WR,2,0,5,2,1559
4th,RB,WR,TE,WR,RB,QB,QB,TE,WR,0,2,5,2,1559
4th,WR,WR,RB,RB,WR,TE,QB,TE,QB,0,5,4,0,1559
4th,WR,RB,TE,QB,WR,WR,WR,RB,TE,2,2,3,2,1559
4th,WR,RB,RB,RB,WR,WR,TE,QB,TE,1,2,6,0,1559
4th,RB,QB,WR,RB,WR,WR,WR,TE,WR,1,2,4,2,1559
9th,RB,RB,WR,WR,WR,WR,RB,WR,QB,1,2,3,3,1559
4th,RB,TE,WR,RB,QB,TE,RB,RB,TE,1,3,5,0,1559
4th,WR,WR,QB,QB,RB,TE,QB,RB,RB,0,4,4,1,1559
9th,RB,WR,RB,WR,QB,RB,WR,TE,WR,0,2,5,2,1559
1st,TE,WR,RB,QB,WR,WR,RB,RB,WR,1,4,4,0,1559
12th,WR,WR,RB,QB,WR,RB,RB,WR,RB,1,1,4,3,1559
9th,RB,RB,WR,RB,WR,RB,TE,QB,TE,1,3,5,0,1559
9th,RB,WR,RB,WR,RB,WR,RB,WR,RB,3,0,3,3,1559
9th,WR,WR,WR,RB,QB,RB,RB,RB,WR,1,1,4,3,1559
9th,WR,RB,WR,QB,TE,TE,RB,WR,RB,1,3,4,1,1559
9th,RB,RB,WR,WR,WR,TE,QB,TE,QB,0,3,6,0,1559
6th,WR,RB,QB,RB,RB,QB,WR,WR,WR,0,3,4,2,1558.99046
1st,WR,QB,RB,TE,WR,WR,WR,RB,WR,1,4,3,1,1558.98008
1st,WR,RB,TE,WR,QB,QB,RB,WR,WR,0,5,3,1,1558.96742
1st,WR,RB,QB,WR,TE,RB,WR,TE,WR,1,3,5,0,1558.9628
9th,WR,RB,WR,WR,QB,WR,QB,TE,RB,0,4,4,1,1558.95884
9th,RB,RB,WR,TE,RB,WR,RB,QB,WR,1,1,6,1,1558.95232
12th,WR,WR,WR,WR,WR,WR,WR,QB,TE,2,4,0,3,1558.94204
1st,WR,QB,WR,QB,RB,TE,WR,WR,RB,0,5,3,1,1558.94022
1st,RB,WR,QB,RB,QB,WR,RB,WR,WR,0,2,5,2,1558.9387
9th,WR,QB,RB,QB,WR,WR,RB,TE,WR,0,4,4,1,1558.9017
6th,WR,RB,TE,RB,WR,TE,RB,QB,RB,1,2,6,0,1558.8919
6th,WR,RB,TE,QB,RB,QB,TE,RB,RB,0,1,8,0,1558.89182
9th,RB,WR,QB,RB,TE,WR,TE,RB,WR,1,3,5,0,1558.88046
9th,WR,WR,QB,RB,RB,TE,WR,WR,RB,1,3,4,1,1558.86534
1st,WR,WR,QB,RB,WR,RB,TE,WR,WR,1,4,3,1,1558.86124
6th,RB,RB,RB,WR,QB,RB,WR,TE,TE,1,1,6,1,1558.8607
9th,RB,RB,QB,RB,RB,WR,WR,WR,QB,0,1,6,2,1558.82746
12th,WR,QB,WR,RB,RB,WR,RB,WR,WR,1,3,3,2,1558.82362
9th,RB,RB,QB,RB,TE,WR,RB,WR,QB,0,1,7,1,1558.8162
9th,WR,WR,WR,WR,WR,WR,WR,TE,RB,3,4,0,2,1558.81584
6th,RB,RB,RB,TE,RB,QB,WR,WR,RB,1,1,6,1,1558.79516
12th,WR,TE,QB,RB,QB,TE,WR,TE,RB,0,4,5,0,1558.7901
1st,WR,RB,RB,WR,WR,RB,TE,TE,RB,3,0,5,1,1558.77988
9th,WR,RB,RB,QB,QB,QB,TE,TE,RB,0,2,7,0,1558.75054
12th,WR,RB,RB,WR,WR,QB,TE,WR,QB,0,4,4,1,1558.75054
12th,TE,WR,RB,QB,QB,WR,RB,WR,WR,0,4,4,1,1558.70764
9th,WR,WR,RB,WR,TE,QB,WR,TE,RB,1,3,5,0,1558.69134
4th,RB,RB,RB,TE,WR,WR,TE,WR,WR,2,1,6,0,1558.68574
6th,RB,RB,TE,QB,WR,RB,WR,RB,WR,1,1,6,1,1558.67774
9th,RB,RB,QB,RB,QB,RB,WR,TE,RB,0,0,7,2,1558.67556
1st,WR,RB,TE,RB,RB,RB,WR,QB,TE,1,3,5,0,1558.66972
4th,WR,QB,TE,WR,RB,WR,RB,WR,WR,1,4,3,1,1558.65884
1st,WR,RB,RB,TE,RB,WR,WR,QB,WR,1,4,3,1,1558.6537
4th,WR,WR,WR,RB,RB,QB,TE,RB,WR,2,3,3,1,1558.65122
1st,WR,WR,WR,WR,WR,WR,RB,TE,RB,2,3,3,1,1558.64714
12th,RB,RB,RB,WR,QB,RB,TE,TE,WR,1,1,6,1,1558.63818
6th,RB,RB,TE,RB,WR,RB,RB,WR,WR,2,1,5,1,1558.6344
4th,WR,WR,RB,TE,WR,QB,WR,RB,RB,1,2,5,1,1558.62198
4th,WR,WR,QB,RB,RB,TE,RB,WR,WR,1,2,5,1,1558.61276
12th,RB,RB,QB,RB,WR,RB,QB,WR,QB,0,0,7,2,1558.59956
1st,WR,QB,WR,RB,TE,QB,WR,WR,RB,0,4,3,2,1558.59862
6th,RB,RB,RB,WR,RB,WR,TE,TE,WR,2,1,6,0,1558.57048
1st,RB,RB,RB,RB,WR,WR,QB,TE,WR,1,0,6,2,1558.55626
12th,RB,RB,QB,WR,RB,QB,WR,WR,WR,0,1,5,3,1558.54376
4th,TE,RB,WR,RB,QB,RB,WR,WR,WR,1,2,5,1,1558.5291
9th,RB,RB,WR,RB,TE,QB,WR,WR,RB,1,1,6,1,1558.52548
9th,WR,RB,WR,RB,WR,QB,TE,RB,WR,1,3,4,1,1558.52512
4th,WR,WR,TE,RB,WR,QB,QB,TE,RB,0,6,3,0,1558.52272
9th,WR,RB,TE,WR,QB,RB,RB,TE,WR,1,4,4,0,1558.51856
12th,RB,WR,TE,QB,QB,RB,RB,WR,WR,0,1,7,1,1558.51562
4th,WR,QB,WR,WR,WR,RB,RB,WR,WR,1,4,1,3,1558.50938
6th,WR,RB,TE,WR,RB,TE,RB,QB,RB,1,2,6,0,1558.50234
4th,WR,RB,TE,WR,RB,QB,WR,TE,WR,1,3,4,1,1558.49492
12th,WR,RB,TE,RB,RB,TE,RB,RB,WR,2,2,5,0,1558.49466
9th,WR,RB,RB,WR,WR,WR,TE,WR,WR,3,2,2,2,1558.49318
6th,WR,WR,RB,WR,WR,RB,WR,RB,WR,2,3,1,3,1558.4852
4th,RB,RB,RB,RB,TE,WR,TE,WR,QB,1,0,8,0,1558.48466
12th,RB,WR,WR,QB,RB,WR,WR,WR,WR,1,4,2,2,1558.48364
6th,WR,QB,WR,QB,RB,TE,WR,WR,RB,0,5,3,1,1558.483
9th,RB,RB,RB,RB,WR,RB,QB,WR,WR,1,0,6,2,1558.48102
12th,TE,RB,RB,WR,WR,QB,RB,WR,WR,1,1,6,1,1558.47782
6th,RB,QB,RB,RB,RB,WR,WR,WR,RB,1,1,5,2,1558.46888
1st,TE,RB,RB,WR,TE,WR,WR,RB,QB,1,1,7,0,1558.45972
9th,WR,WR,TE,WR,RB,QB,QB,RB,WR,0,3,5,1,1558.43452
9th,TE,WR,RB,TE,WR,QB,RB,WR,WR,1,3,5,0,1558.38082
6th,WR,RB,RB,QB,QB,QB,TE,TE,RB,0,2,7,0,1558.37534
4th,RB,WR,QB,QB,WR,RB,WR,WR,TE,0,4,3,2,1558.36406
4th,RB,RB,RB,WR,WR,TE,RB,QB,WR,1,1,6,1,1558.34112
9th,TE,RB,WR,WR,WR,QB,RB,TE,RB,1,2,6,0,1558.33928
6th,RB,RB,RB,WR,WR,QB,WR,TE,QB,0,1,7,1,1558.33626
4th,TE,RB,WR,TE,QB,RB,WR,WR,WR,1,3,5,0,1558.33198
12th,RB,RB,TE,RB,TE,WR,WR,WR,WR,2,2,5,0,1558.31902
1st,WR,QB,RB,RB,WR,WR,QB,RB,WR,0,2,5,2,1558.29626
6th,WR,RB,WR,RB,TE,WR,WR,WR,WR,3,2,3,1,1558.28754
12th,RB,RB,RB,QB,RB,WR,RB,RB,RB,1,0,6,2,1558.27838
12th,WR,WR,RB,RB,QB,WR,WR,WR,TE,1,2,5,1,1558.27236
12th,WR,RB,TE,RB,RB,QB,TE,WR,RB,1,2,6,0,1558.26166
1st,TE,WR,WR,RB,TE,WR,WR,QB,RB,1,5,3,0,1558.25716
1st,WR,WR,WR,WR,WR,WR,WR,RB,TE,2,5,0,2,1558.2181
1st,TE,WR,RB,TE,QB,QB,WR,RB,WR,0,3,6,0,1558.20952
6th,RB,RB,QB,WR,RB,WR,WR,TE,RB,1,2,5,1,1558.20542
1st,TE,WR,RB,TE,WR,QB,RB,WR,WR,1,3,5,0,1558.16776
9th,RB,WR,QB,TE,RB,WR,TE,RB,WR,1,3,5,0,1558.16
12th,WR,QB,WR,RB,TE,WR,WR,WR,TE,1,6,2,0,1558.15622
4th,RB,RB,RB,WR,WR,WR,WR,QB,WR,2,2,4,1,1558.15142
12th,WR,RB,WR,RB,WR,RB,WR,RB,WR,2,2,3,2,1558.14862
6th,WR,WR,TE,QB,RB,RB,WR,WR,WR,2,4,2,1,1558.14372
9th,RB,RB,QB,WR,RB,TE,WR,WR,RB,1,1,6,1,1558.1289
9th,WR,WR,RB,WR,WR,WR,TE,WR,RB,2,4,2,1,1558.11936
12th,RB,WR,QB,WR,RB,QB,TE,RB,WR,0,2,6,1,1558.11468
12th,TE,WR,WR,TE,QB,QB,RB,WR,RB,0,4,5,0,1558.11114
12th,WR,WR,WR,TE,RB,QB,RB,RB,WR,1,2,4,2,1558.10102
12th,TE,WR,WR,QB,TE,WR,WR,RB,RB,1,3,5,0,1558.06974
12th,RB,RB,WR,TE,RB,WR,TE,QB,WR,1,1,7,0,1558.06922
12th,WR,RB,WR,QB,RB,RB,WR,TE,WR,1,2,4,2,1558.0602
1st,WR,WR,RB,WR,WR,TE,RB,RB,WR,2,4,2,1,1558.05168
9th,TE,WR,WR,TE,QB,QB,RB,WR,RB,0,4,5,0,1558.04496
4th,RB,WR,QB,RB,RB,WR,RB,RB,QB,0,0,6,3,1558.03776
9th,WR,RB,RB,WR,RB,RB,WR,QB,RB,1,1,5,2,1558.0304
4th,TE,RB,WR,WR,RB,QB,RB,WR,RB,1,2,5,1,1558.02466
12th,WR,QB,TE,WR,RB,QB,WR,WR,WR,0,6,2,1,1558.01544
4th,RB,RB,WR,RB,TE,WR,WR,WR,WR,3,0,5,1,1558.01316
4th,WR,QB,WR,RB,TE,QB,WR,RB,WR,0,4,3,2,1558.01272
9th,WR,RB,TE,RB,RB,QB,TE,RB,WR,1,2,6,0,1558.00656
12th,RB,RB,WR,TE,QB,WR,WR,WR,WR,2,2,3,2,1558
9th,RB,RB,RB,WR,WR,QB,QB,QB,TE,1,2,4,2,1558
9th,RB,RB,WR,WR,WR,TE,QB,WR,QB,0,3,4,2,1558
9th,RB,TE,RB,QB,WR,QB,WR,RB,TE,1,3,5,0,1558
12th,RB,RB,WR,TE,RB,WR,QB,RB,WR,2,0,5,2,1558
4th,WR,RB,RB,QB,WR,RB,WR,QB,WR,0,4,3,2,1558
12th,RB,WR,WR,QB,TE,RB,WR,WR,WR,1,4,3,1,1558
12th,RB,WR,RB,QB,QB,WR,RB,TE,WR,1,3,3,2,1558
9th,WR,RB,QB,WR,TE,WR,RB,WR,RB,1,4,4,0,1558
1st,WR,RB,RB,WR,QB,WR,RB,WR,TE,1,4,2,2,1558
1st,WR,RB,QB,WR,WR,TE,RB,TE,RB,0,3,6,0,1558
1st,RB,WR,WR,QB,TE,RB,RB,WR,TE,0,2,5,2,1558
9th,WR,WR,QB,TE,RB,RB,RB,TE,QB,0,4,4,1,1558
9th,WR,WR,RB,RB,RB,QB,QB,WR,WR,0,2,4,3,1558
1st,RB,RB,WR,TE,QB,RB,WR,RB,WR,1,4,3,1,1558
12th,WR,WR,TE,RB,RB,QB,QB,WR,RB,1,4,3,1,1558
1st,WR,WR,RB,WR,RB,RB,WR,TE,TE,2,3,4,0,1558
1st,RB,RB,RB,TE,QB,QB,WR,WR,WR,0,0,9,0,1558
12th,RB,RB,RB,WR,WR,WR,TE,TE,QB,1,3,5,0,1558
6th,WR,RB,WR,QB,TE,RB,WR,RB,RB,0,2,5,2,1558
4th,RB,WR,QB,RB,WR,WR,WR,WR,QB,1,4,2,2,1558
9th,RB,WR,QB,RB,RB,QB,WR,TE,RB,1,1,5,2,1558
9th,WR,RB,WR,WR,QB,QB,RB,RB,TE,0,2,5,2,1558
6th,TE,RB,RB,WR,QB,WR,WR,WR,QB,0,4,5,0,1558
1st,TE,RB,RB,WR,QB,WR,WR,WR,QB,0,4,5,0,1558
12th,RB,WR,WR,WR,WR,QB,RB,WR,WR,1,2,3,3,1557.97798
12th,RB,RB,RB,WR,WR,WR,WR,TE,QB,1,2,5,1,1557.97354
1st,TE,RB,WR,QB,WR,RB,RB,WR,WR,1,2,5,1,1557.96496
12th,RB,WR,QB,TE,RB,TE,QB,WR,WR,0,3,6,0,1557.96018
1st,WR,RB,TE,RB,QB,QB,TE,RB,TE,0,2,7,0,1557.95194
6th,WR,WR,QB,RB,WR,WR,WR,RB,RB,1,3,2,3,1557.95094
1st,RB,RB,RB,RB,QB,WR,WR,WR,TE,1,0,6,2,1557.94936
6th,WR,QB,RB,WR,WR,RB,WR,WR,WR,1,5,1,2,1557.93198
4th,WR,RB,TE,RB,QB,RB,WR,QB,TE,0,2,7,0,1557.92944
6th,WR,RB,TE,RB,QB,QB,TE,RB,TE,0,2,7,0,1557.92182
9th,WR,RB,RB,WR,QB,TE,RB,QB,TE,0,3,6,0,1557.91304
4th,WR,WR,QB,RB,WR,QB,TE,WR,RB,0,4,4,1,1557.91214
12th,TE,WR,WR,RB,RB,WR,RB,QB,RB,1,3,4,1,1557.90104
6th,WR,WR,RB,WR,QB,RB,WR,RB,QB,0,4,3,2,1557.90008
12th,WR,QB,QB,RB,WR,WR,RB,WR,RB,0,3,4,2,1557.88414
9th,RB,WR,WR,RB,RB,RB,WR,RB,RB,2,0,5,2,1557.87002
4th,RB,RB,RB,RB,TE,WR,RB,WR,WR,2,0,6,1,1557.84704
1st,WR,QB,WR,RB,TE,QB,WR,RB,WR,0,4,3,2,1557.80334
12th,RB,RB,RB,TE,RB,QB,WR,WR,RB,1,1,6,1,1557.80212
6th,WR,QB,RB,RB,RB,WR,WR,WR,RB,1,2,4,2,1557.79978
4th,WR,WR,RB,WR,RB,TE,RB,WR,RB,3,2,3,1,1557.7941
6th,WR,RB,WR,WR,RB,RB,WR,QB,RB,1,2,4,2,1557.76584
4th,RB,RB,WR,TE,WR,RB,WR,QB,WR,1,1,6,1,1557.76478
1st,WR,QB,TE,WR,RB,RB,WR,WR,RB,1,4,3,1,1557.76266
12th,WR,QB,RB,RB,RB,WR,WR,WR,RB,1,2,4,2,1557.72664
9th,RB,WR,WR,WR,WR,TE,RB,WR,RB,2,3,2,2,1557.7107
12th,RB,QB,WR,WR,RB,TE,RB,QB,RB,0,2,6,1,1557.70608
4th,TE,RB,RB,WR,QB,WR,WR,RB,WR,1,1,6,1,1557.7009
1st,WR,QB,TE,WR,QB,RB,RB,WR,WR,0,5,3,1,1557.64162
4th,RB,WR,WR,WR,WR,WR,RB,QB,TE,1,3,3,2,1557.64058
4th,TE,RB,RB,QB,TE,WR,WR,WR,RB,1,2,6,0,1557.63974
4th,WR,QB,WR,RB,WR,RB,TE,WR,RB,1,3,4,1,1557.59746
9th,WR,TE,WR,RB,WR,QB,QB,WR,TE,0,6,3,0,1557.59686
4th,WR,RB,TE,WR,RB,TE,RB,QB,RB,1,2,6,0,1557.54294
4th,WR,QB,WR,RB,RB,WR,TE,WR,QB,0,5,3,1,1557.5367
1st,TE,RB,WR,WR,RB,QB,RB,WR,RB,1,2,5,1,1557.5126
6th,RB,RB,RB,RB,TE,QB,WR,WR,QB,0,2,6,1,1557.45572
12th,WR,QB,RB,WR,RB,WR,RB,TE,RB,1,4,3,1,1557.44858
4th,RB,WR,QB,RB,QB,RB,WR,TE,WR,0,3,5,1,1557.44054
1st,RB,QB,WR,RB,RB,WR,WR,TE,WR,1,2,5,1,1557.43808
9th,WR,RB,QB,WR,TE,RB,WR,TE,WR,1,3,5,0,1557.43756
12th,RB,QB,WR,RB,WR,RB,WR,TE,RB,1,1,6,1,1557.43486
1st,RB,RB,RB,WR,WR,TE,WR,QB,WR,1,1,6,1,1557.4249
6th,RB,WR,TE,WR,WR,RB,TE,TE,RB,2,3,4,0,1557.42456
9th,RB,WR,WR,TE,TE,RB,TE,QB,WR,1,3,5,0,1557.40162
9th,WR,TE,RB,WR,WR,QB,TE,TE,WR,1,5,3,0,1557.39002
12th,RB,RB,RB,WR,WR,WR,WR,WR,QB,1,2,3,3,1557.37864
12th,RB,WR,TE,QB,QB,WR,TE,WR,WR,0,4,5,0,1557.34606
12th,WR,WR,WR,WR,WR,WR,RB,RB,RB,2,3,2,2,1557.31678
9th,RB,RB,RB,TE,RB,QB,WR,WR,RB,1,1,6,1,1557.31362
9th,RB,WR,QB,RB,QB,RB,WR,RB,WR,0,3,3,3,1557.30882
9th,RB,RB,RB,WR,WR,RB,TE,WR,QB,1,2,5,1,1557.27064
1st,WR,QB,WR,RB,WR,RB,TE,WR,RB,1,3,4,1,1557.26148
4th,RB,RB,WR,RB,TE,WR,WR,WR,QB,1,2,5,1,1557.25626
1st,RB,WR,QB,WR,RB,TE,WR,WR,WR,1,3,4,1,1557.2555
1st,RB,RB,RB,RB,TE,QB,WR,WR,WR,1,1,6,1,1557.25452
1st,WR,WR,RB,RB,TE,QB,WR,WR,WR,1,5,2,1,1557.2512
12th,RB,RB,QB,RB,WR,WR,TE,WR,RB,1,1,6,1,1557.21216
6th,WR,WR,WR,WR,WR,WR,WR,TE,RB,2,6,0,1,1557.21032
6th,TE,RB,WR,RB,RB,WR,RB,QB,WR,1,1,6,1,1557.19938
9th,WR,RB,TE,WR,TE,RB,WR,WR,WR,2,4,3,0,1557.19846
6th,WR,TE,TE,WR,QB,RB,RB,QB,WR,0,6,3,0,1557.15406
1st,RB,RB,RB,WR,WR,TE,QB,WR,WR,1,2,5,1,1557.14182
4th,WR,RB,TE,RB,RB,QB,TE,WR,RB,1,2,6,0,1557.13514
9th,RB,RB,TE,WR,RB,RB,WR,WR,RB,2,1,5,1,1557.12426
1st,WR,QB,TE,RB,WR,RB,QB,TE,WR,0,6,3,0,1557.11678
6th,TE,RB,WR,WR,WR,RB,WR,QB,RB,1,2,5,1,1557.10586
6th,WR,WR,QB,RB,WR,TE,RB,RB,WR,1,4,3,1,1557.10586
9th,WR,WR,TE,RB,WR,RB,QB,WR,QB,0,4,4,1,1557.10182
6th,RB,RB,TE,RB,RB,WR,RB,WR,WR,2,0,6,1,1557.09256
12th,TE,RB,WR,RB,WR,WR,RB,RB,QB,1,2,5,1,1557.06844
9th,RB,WR,RB,TE,WR,WR,WR,RB,RB,2,2,4,1,1557.06594
4th,RB,RB,RB,WR,WR,WR,WR,TE,QB,1,1,6,1,1557.0544
12th,TE,WR,QB,WR,TE,WR,RB,RB,QB,0,5,4,0,1557.04808
12th,TE,WR,WR,RB,QB,WR,WR,RB,RB,1,3,4,1,1557.04684
1st,WR,QB,TE,RB,WR,RB,QB,WR,RB,0,4,4,1,1557.04126
1st,WR,RB,RB,QB,TE,TE,RB,TE,WR,1,2,6,0,1557.02174
12th,RB,WR,QB,WR,RB,TE,TE,RB,WR,1,3,5,0,1557.00552
9th,TE,WR,RB,QB,QB,WR,RB,WR,WR,0,4,4,1,1557.00156
9th,WR,WR,WR,WR,TE,TE,WR,WR,WR,3,6,0,0,1557
4th,WR,WR,WR,TE,WR,QB,WR,QB,TE,0,9,0,0,1557
9th,RB,WR,RB,WR,WR,QB,QB,RB,QB,1,3,3,2,1557
9th,RB,WR,WR,WR,TE,TE,TE,QB,QB,0,5,4,0,1557
12th,RB,RB,WR,QB,WR,RB,WR,WR,RB,1,1,4,3,1557
1st,RB,RB,WR,WR,QB,TE,TE,RB,WR,0,3,6,0,1557
4th,WR,TE,WR,WR,RB,QB,QB,RB,WR,1,2,5,1,1557
1st,RB,TE,RB,WR,RB,WR,WR,QB,WR,2,4,3,0,1557
9th,RB,WR,RB,TE,TE,QB,RB,WR,WR,0,4,5,0,1557
4th,RB,WR,RB,RB,TE,QB,RB,TE,WR,1,1,5,2,1557
9th,RB,RB,RB,QB,WR,QB,WR,TE,TE,2,2,5,0,1557
12th,RB,WR,WR,WR,WR,QB,WR,WR,TE,1,5,2,1,1557
12th,RB,WR,WR,QB,WR,TE,WR,WR,QB,0,6,2,1,1557
1st,WR,WR,RB,QB,WR,RB,WR,TE,TE,2,3,3,1,1557
12th,TE,RB,WR,WR,RB,QB,WR,RB,WR,1,2,5,1,1557
4th,RB,WR,RB,WR,WR,TE,WR,QB,RB,1,2,4,2,1557
4th,RB,WR,RB,TE,QB,WR,QB,QB,RB,1,4,4,0,1557
9th,RB,WR,WR,WR,TE,WR,TE,QB,TE,1,4,4,0,1557
4th,RB,RB,QB,QB,WR,QB,RB,TE,TE,0,3,5,1,1557
4th,WR,WR,RB,RB,RB,QB,RB,WR,WR,1,3,2,3,1556.9931
12th,WR,WR,WR,RB,TE,TE,WR,WR,WR,3,4,2,0,1556.9905
4th,WR,RB,QB,RB,WR,RB,WR,RB,TE,1,2,5,1,1556.98796
4th,RB,WR,QB,TE,QB,WR,TE,WR,RB,0,3,6,0,1556.9618
4th,RB,WR,QB,WR,WR,RB,RB,WR,RB,1,2,3,3,1556.95964
4th,RB,WR,QB,WR,TE,RB,WR,RB,WR,1,3,4,1,1556.9589
9th,WR,WR,WR,WR,WR,WR,WR,RB,TE,3,4,0,2,1556.94846
6th,WR,QB,WR,WR,TE,RB,RB,RB,QB,0,4,4,1,1556.93896
4th,WR,QB,WR,RB,WR,WR,RB,TE,RB,1,3,3,2,1556.93374
9th,RB,RB,WR,TE,RB,WR,TE,QB,WR,1,1,7,0,1556.93158
1st,TE,RB,RB,TE,WR,WR,RB,WR,QB,1,1,7,0,1556.91588
4th,RB,WR,WR,RB,RB,RB,RB,TE,WR,2,0,6,1,1556.89738
12th,WR,QB,TE,WR,QB,RB,RB,WR,WR,0,4,4,1,1556.89292
12th,WR,RB,WR,TE,RB,TE,RB,RB,WR,2,2,5,0,1556.869
9th,RB,RB,RB,WR,WR,RB,QB,TE,WR,1,0,7,1,1556.84554
4th,TE,RB,TE,WR,WR,QB,RB,WR,QB,0,3,6,0,1556.82974
1st,WR,QB,TE,WR,QB,WR,RB,WR,WR,0,6,2,1,1556.82532
6th,WR,QB,RB,RB,TE,QB,WR,WR,WR,0,6,2,1,1556.81252
1st,RB,WR,QB,WR,RB,TE,TE,WR,RB,1,3,5,0,1556.80554
6th,WR,RB,TE,WR,RB,TE,RB,QB,RB,1,3,5,0,1556.79978
1st,WR,QB,WR,RB,TE,WR,WR,WR,TE,1,6,2,0,1556.78382
1st,RB,RB,QB,WR,RB,WR,RB,TE,WR,1,0,7,1,1556.78034
4th,WR,RB,TE,RB,WR,TE,RB,QB,RB,1,2,6,0,1556.77326
9th,WR,WR,WR,WR,WR,WR,WR,RB,QB,2,5,0,2,1556.77104
1st,WR,WR,WR,WR,WR,TE,RB,WR,TE,2,5,2,0,1556.73638
4th,TE,RB,RB,QB,WR,RB,WR,RB,WR,1,1,6,1,1556.72544
1st,RB,QB,RB,WR,RB,WR,WR,RB,WR,1,2,4,2,1556.7049
4th,WR,QB,WR,QB,RB,RB,WR,WR,WR,0,4,3,2,1556.6979
4th,WR,WR,WR,WR,WR,WR,WR,QB,RB,2,4,0,3,1556.6855
1st,WR,RB,TE,RB,WR,WR,QB,WR,RB,1,3,4,1,1556.68346
